,timestamp,open,high,low,close,volume,EMA_20,RSI_14,SMA_50
0,1736539860000,5.38951770736261e-06,9.3955681564739e-06,5.38951770736261e-06,8.93997831060851e-06,4908.762519032235,,,
1,1736539920000,8.93997831060851e-06,9.61896928911478e-06,8.05328640320566e-06,9.4449513120812e-06,2537.13805355379,,,
2,1736539980000,9.4449513120812e-06,1.428497945706203e-05,9.4449513120812e-06,1.416604739388828e-05,3730.46366932493,,,
3,1736540040000,1.416604739388828e-05,1.567986606917893e-05,1.074865691945191e-05,1.335088790781433e-05,5974.255524203325,,,
4,1736540100000,1.335088790781433e-05,1.617734514729746e-05,1.089939620555382e-05,1.455481205441794e-05,6693.98164583905,,,
5,1736540160000,1.455481205441794e-05,1.561090566055184e-05,1.316598395389053e-05,1.435598261427153e-05,3463.23966367012,,,
6,1736540220000,1.435598261427153e-05,1.783371127877144e-05,1.435598261427153e-05,1.613627420144519e-05,2418.79323044865,,,
7,1736540280000,1.613627420144519e-05,1.636984514038093e-05,1.173276108718404e-05,1.636984514038093e-05,6976.216112100865,,,
8,1736540340000,1.636984514038093e-05,1.937387091743614e-05,1.571888651957546e-05,1.937387091743614e-05,6791.279129476,,,
9,1736540400000,1.937387091743614e-05,2.787634035877694e-05,1.937387091743614e-05,2.787634035877694e-05,9266.90215730451,,,
10,1736540460000,2.787634035877694e-05,2.788346308086468e-05,2.10086906335534e-05,2.385453380737566e-05,6677.181353965575,,,
11,1736540520000,2.385453380737566e-05,2.501968224041135e-05,1.776060206342886e-05,1.998679016168559e-05,6811.2954465351,,,
12,1736540580000,1.998679016168559e-05,2.489147081190875e-05,1.998679016168559e-05,2.151336017132135e-05,3251.979266828625,,,
13,1736540640000,2.151336017132135e-05,2.271345873143036e-05,2.019202725416397e-05,2.113329855760232e-05,2008.17180258128,,,
14,1736540700000,2.113329855760232e-05,2.254789532087624e-05,2.113329855760232e-05,2.254789532087624e-05,689.89368056625,,67.53062491850707,
15,1736540760000,2.254789532087624e-05,2.296186005365963e-05,1.976981728448795e-05,2.092152099998861e-05,1573.07890378667,,62.390328698446915,
16,1736540820000,2.092152099998861e-05,2.748620217353384e-05,2.092152099998861e-05,2.748620217353384e-05,3923.760331818,,71.74066335113164,
17,1736540880000,2.748620217353384e-05,2.748620217353384e-05,2.507577754323596e-05,2.698005020835902e-05,705.23054743995,,70.28965143585152,
18,1736540940000,2.698005020835902e-05,2.837792549093149e-05,2.26309323695188e-05,2.489434017573586e-05,4215.617598856846,,64.50035996653631,
19,1736541000000,2.489434017573586e-05,2.74373789176024e-05,2.43805699504421e-05,2.732431641642185e-05,1577.01684911263,1.9560564910201065e-05,67.82528261927773,
20,1736541060000,2.732431641642185e-05,3.857135106915929e-05,2.732431641642185e-05,3.730298471369637e-05,4576.660529064435,2.1250319177200618e-05,77.24886309668541,
21,1736541120000,3.730298471369637e-05,4.561087201596665e-05,3.549572466875693e-05,4.053188681136644e-05,9126.332381172875,2.3086658951883075e-05,79.35586473410203,
22,1736541180000,4.053188681136644e-05,4.735561586006222e-05,4.030736372455998e-05,4.240229500189972e-05,6833.270598632135,2.4926243337598947e-05,80.4834049044034,
23,1736541240000,4.240229500189972e-05,4.308665673186743e-05,3.385779797638078e-05,3.857878329019308e-05,8887.60902477742,2.6226485237846007e-05,71.84483962523862,
24,1736541300000,3.857878329019308e-05,4.742560938113128e-05,3.857878329019308e-05,4.481751556684445e-05,5746.56857849243,2.7997059554893477e-05,76.31243908750139,
25,1736541360000,4.481751556684445e-05,4.726904762708513e-05,4.062617807214778e-05,4.062617807214778e-05,3793.9793772678495,2.9199832747012937e-05,68.45367973966366,
26,1736541420000,4.062617807214778e-05,4.501992631911791e-05,4.062617807214778e-05,4.287620019428838e-05,2113.35188014613,3.050234393246774e-05,70.22627917322058,
27,1736541480000,4.287620019428838e-05,5.28384548081559e-05,4.287620019428838e-05,4.880311078096365e-05,5503.622887421495,3.2245274108514966e-05,74.31971517820259,
28,1736541540000,4.880311078096365e-05,5.534943074376803e-05,4.786250705780642e-05,5.388383745087704e-05,5323.342693082191,3.43060896649304e-05,77.21201291304699,
29,1736541600000,5.388383745087704e-05,5.444448366729156e-05,4.844583157603515e-05,5.262204886504744e-05,3909.41511464186,3.605046673160821e-05,74.9542170171196,
30,1736541660000,5.262204886504744e-05,5.717062131958094e-05,5.164033955465842e-05,5.6859417299075e-05,1821.84433174045,3.803227154755743e-05,77.34957524223508,
31,1736541720000,5.6859417299075e-05,6.033490246367591e-05,5.239673366489392e-05,6.033490246367591e-05,2745.315113330645,4.015633163480681e-05,79.11396959588849,
32,1736541780000,6.033490246367591e-05,6.965283806621573e-05,5.831057328928977e-05,6.363853366869051e-05,8448.949452868224,4.239273182851002e-05,80.65643893996629,
33,1736541840000,6.363853366869051e-05,6.593091485431511e-05,5.49098422475793e-05,6.079490034430338e-05,6832.28508048647,4.4145319306204624e-05,75.48860272516528,
34,1736541900000,6.079490034430338e-05,6.595275149946759e-05,6.064513647086939e-05,6.552274959971969e-05,2977.11883118996,4.6181265048444154e-05,78.01118964931986,
35,1736541960000,6.552274959971969e-05,7.265897044873596e-05,6.34713313915969e-05,6.46619361512848e-05,6054.686951275205,4.79413289630004e-05,76.46810933951322,
36,1736542020000,6.46619361512848e-05,7.51884967797419e-05,6.46619361512848e-05,7.51884967797419e-05,3720.94470643896,5.053629732649959e-05,81.33118047421478,
37,1736542140000,7.51884967797419e-05,7.51884967797419e-05,4.246230625112944e-05,5.236319537903521e-05,21243.833263907654,5.071028761721727e-05,54.85790303117396,
38,1736542200000,5.236319537903521e-05,5.715628950626682e-05,2.756169499903484e-05,5.342001934836051e-05,30467.46604391106,5.0968357305897574e-05,55.57886295371599,
39,1736542260000,5.342001934836051e-05,6.592674940846143e-05,4.52335196061805e-05,4.807188976806118e-05,22889.6709095152,5.0692503254675056e-05,51.12867944658686,
